 *** ATREL:  Z = 10,  No. of shells =  4,  no. of transitions =   8
   1 1s1/2 2  8.70100000E+02
   2 2s1/2 2  4.84700000E+01
   3 2p1/2 2  2.16600000E+01
   4 2p3/2 4  2.15600000E+01
   1  3  0  4.64329000E-03  8.48600000E+02
   1  4  0  9.22967000E-03  8.57900000E+02
   1  2  2  9.30584000E-02  7.71720000E+02
   1  2  3  9.21024000E-02  7.94870000E+02
   1  2  4  1.81578000E-01  7.94990000E+02
   1  3  3  1.45681000E-02  8.18020000E+02
   1  3  4  3.85131000E-01  8.18140000E+02
   1  4  4  2.19689000E-01  8.18260000E+02
